carat,cut,color,clarity,depth,table,price,x,y,z,date_sold
0.9,Good,4,I1,63.6,61,"$2,344",6.07,6.03,3.85,24/10/99
1.01,Ideal,5,SI1,60.2,56,"$4,191",6.47,6.42,3.88,27/07/17
0.9,Good,5,SI2,64.3,60,"$3,115",6,6.1,3.89,09/11/16
1.19,Premium,6,SI2,61.6,56,"$4,558",6.87,6.83,4.22,08/11/01
0.7,Good,5,VVS2,61.4,64,"$2,475",5.73,5.61,3.48,14/02/00
0.74,Ideal,5,SI2,61.4,56,"$2,289",5.78,5.84,3.57,03/08/10
0.4,Ideal,1,VVS1,61.1,56,"$1,665",4.77,4.82,2.93,16/08/98
1.13,Ideal,6,VS2,62.3,56,"$4,940",6.63,6.73,4.16,04/11/99
0.53,Very Good,2,SI1,63.3,56,"$1,326",5.13,5.17,3.26,28/07/08
0.3,Good,5,SI1,63.9,55,$540,4.27,4.24,2.72,14/09/10
1.06,Ideal,1,VS2,62.5,54,"$6,856",6.53,6.6,4.1,19/07/04
0.96,Very Good,4,SI1,63.2,57,"$4,247",6.27,6.23,3.95,03/08/99
1,Ideal,5,SI1,62.6,57,"$4,469",6.4,6.37,4,14/11/17
2.32,Ideal,5,SI1,62.6,57,"$18,080",8.46,8.52,5.32,22/08/10
0.57,Very Good,4,VS1,61,55,"$1,817",5.36,5.43,3.28,14/05/09
0.4,Ideal,4,VS2,62.9,56,"$1,035",4.72,4.69,2.96,20/12/13
0.41,Premium,4,VS1,60.2,59,$961,4.84,4.79,2.9,28/04/03
0.3,Ideal,2,VVS1,62.1,57,$862,4.27,4.29,2.66,25/09/13
0.31,Premium,3,VS2,59.3,60,$625,4.39,4.41,2.61,18/09/00
0.32,Ideal,3,SI1,61.9,55,$491,4.38,4.41,2.72,09/01/12
1.39,Premium,5,SI1,62.7,58,"$7,986",7.15,7.08,4.46,31/01/00
0.52,Ideal,4,VS1,62.3,54,"$1,629",5.15,5.18,3.22,07/04/02
0.71,Ideal,4,IF,60.9,57,"$3,739",5.74,5.79,3.51,10/03/00
0.32,Ideal,4,VVS1,62,57,"$1,080",4.42,4.38,2.73,22/10/13
0.53,Ideal,4,IF,61.4,56,"$2,247",5.2,5.24,3.21,20/02/07
0.92,Premium,1,SI2,62.5,59,"$3,550",6.24,6.2,3.89,09/10/16
1.04,Premium,4,VS2,60.1,59,"$6,709",6.59,6.56,3.95,06/02/17
1.03,Very Good,5,SI2,61.3,56,"$4,745",6.5,6.53,3.99,18/06/07
1,Fair,5,SI2,65.1,58,"$3,640",6.27,6.15,4.05,31/05/19
1.13,Very Good,3,VVS2,59.6,59,"$9,539",6.82,6.87,4.08,18/06/12
0.31,Premium,4,VS1,62.1,58,$802,4.35,4.31,2.69,09/07/01
0.32,Ideal,4,VS2,61.4,57,$720,4.4,4.39,2.7,27/08/01
0.31,Ideal,1,SI1,61.1,56,$571,4.36,4.38,2.67,23/08/06
0.7,Good,3,SI1,64.3,62,"$1,878",5.55,5.49,3.55,13/01/01
1.23,Premium,7,VS1,60.1,60,"$5,209",6.9,6.95,4.16,28/04/05
1.64,Premium,4,VS2,62.4,58,"$14,330",7.52,7.49,4.68,12/11/14
0.25,Premium,2,VS1,61.5,60,$558,4.04,4.02,2.48,21/08/04
1.05,Ideal,1,SI1,60,55,"$5,104",6.66,6.61,3.98,26/11/00
1.21,Ideal,6,SI1,62.4,57,"$5,624",6.84,6.78,4.25,19/02/02
0.71,Ideal,4,SI1,61.3,55,"$3,007",5.73,5.79,3.53,03/08/14
0.7,Fair,7,I1,64.7,59,"$1,066",5.59,5.5,3.59,08/12/14
0.31,Ideal,2,SI2,61.7,56,$558,4.4,4.35,2.7,12/10/05
1.7,Premium,5,VS2,61.9,60,"$12,992",7.61,7.57,4.7,28/10/01
0.54,Ideal,2,VS2,62.2,55,"$1,847",5.24,5.21,3.25,01/02/08
0.33,Premium,6,VS2,60.6,58,$463,4.44,4.47,2.7,23/07/06
0.3,Premium,2,SI2,61.6,61,$540,4.29,4.25,2.63,01/08/05
1.19,Very Good,4,SI2,63.4,56,"$3,739",6.69,6.56,4.2,02/06/18
0.41,Premium,7,VS2,61.9,59,$611,4.69,4.74,2.92,31/08/12
0.82,Ideal,2,SI1,62.1,55,"$3,577",5.98,6,3.72,11/07/06
1.91,Good,6,SI2,62.8,58,"$10,937",7.82,7.89,4.93,02/06/02
0.43,Ideal,2,SI1,62.6,56,$760,4.79,4.82,3.01,12/08/00
0.9,Very Good,1,SI1,61.5,58,"$4,381",6.15,6.21,3.8,19/07/02
1,Good,3,I1,64.2,59,"$2,717",6.26,6.3,4.03,04/06/07
0.42,Very Good,2,VS2,61.9,59,$958,4.75,4.81,2.96,11/08/99
1,Fair,3,SI1,62.6,59,"$4,925",6.25,6.3,3.93,09/11/04
0.36,Ideal,3,VS2,60.9,57,$726,4.58,4.61,2.8,27/06/02
0.32,Ideal,3,VVS1,61.7,55,$867,4.38,4.43,2.72,26/06/19
0.91,Very Good,3,SI2,61.6,59,"$3,653",6.14,6.24,3.81,12/02/18
1.3,Very Good,3,SI2,61.1,58,"$6,149",6.98,7.02,4.28,08/04/08
1.17,Ideal,3,SI2,62.2,55,"$5,556",6.73,6.7,4.18,15/03/03
0.9,Ideal,2,VS1,61.7,56,"$6,230",6.19,6.22,3.83,30/12/03
0.38,Ideal,1,VVS2,61.5,56,"$1,200",4.64,4.66,2.86,30/11/15
2.01,Good,4,SI1,60.8,61,"$18,077",7.99,8.09,4.89,27/08/00
1.02,Ideal,5,SI1,59.9,56,"$5,079",6.54,6.51,3.91,23/02/08
0.41,Premium,3,VS1,61.1,58,"$1,007",4.74,4.78,2.91,12/07/15
1.21,Very Good,3,VVS2,61,58,"$11,455",6.89,6.92,4.21,23/01/98
0.42,Ideal,4,VS1,61.4,56,$921,4.82,4.85,2.97,17/04/10
0.4,Ideal,1,SI1,62.1,56,$772,4.7,4.74,2.93,02/09/18
0.4,Ideal,6,IF,62.2,56,$982,4.71,4.75,2.94,21/03/00
0.42,Very Good,4,SI1,63.2,57,$945,4.79,4.77,3.02,13/09/15
0.71,Ideal,2,VS2,59.5,57,"$2,982",5.86,5.83,3.48,26/01/15
0.56,Good,3,VS1,63,59,"$1,758",5.24,5.27,3.31,13/11/12
0.55,Very Good,2,SI1,59.7,60,"$1,559",5.31,5.41,3.2,18/05/11
1.01,Very Good,3,VS2,63.1,60,"$6,533",6.39,6.36,4.02,02/01/07
1.2,Premium,3,VS2,62.8,59,"$8,964",6.78,6.69,4.23,26/12/10
0.53,Ideal,4,IF,61.9,56,"$2,247",5.18,5.22,3.21,09/03/15
0.82,Good,4,VS2,64,57,"$2,805",5.92,5.89,3.78,13/09/11
0.56,Ideal,3,SI1,61.4,57,"$1,441",5.3,5.28,3.25,28/09/11
0.71,Good,2,SI1,63.2,57,"$2,494",5.67,5.72,3.6,04/05/07
1.75,Premium,7,VS1,62.2,59,"$10,619",7.74,7.7,4.8,02/12/13
1.14,Very Good,2,SI2,62.6,56,"$4,915",6.63,6.69,4.17,06/12/12
0.71,Ideal,4,SI1,62.1,56,"$2,650",5.69,5.74,3.55,11/01/15
0.31,Ideal,4,VS2,62.9,57,$698,4.34,4.31,2.72,31/07/13
0.4,Good,3,VS1,63,62,$883,4.65,4.68,2.94,06/07/12
1.01,Ideal,3,VVS2,59.6,60,"$9,040",6.56,6.52,3.9,23/12/00
0.32,Ideal,4,VVS1,61.1,53,$842,4.4,4.44,2.7,13/06/03
2.1,Ideal,6,SI2,61.9,56,"$15,653",8.22,8.2,5.08,22/12/11
0.9,Premium,3,SI2,59.7,60,"$3,951",6.25,6.22,3.72,19/01/18
0.91,Fair,5,SI1,65.3,62,"$3,278",6.11,6.01,3.96,24/08/14
0.41,Ideal,2,VVS2,60.9,56,"$1,243",4.81,4.75,2.91,20/12/17
1.09,Ideal,4,VVS2,61.8,56,"$8,753",6.58,6.62,4.08,26/12/16
0.65,Premium,2,SI2,62.6,59,"$1,827",5.54,5.49,3.45,17/04/16
1,Very Good,3,SI2,60.2,59,"$4,082",6.41,6.48,3.88,12/10/16
2.61,Good,6,SI2,64.2,63,"$13,784",8.66,8.57,5.53,07/11/03
0.59,Ideal,1,VS2,61.4,57,"$1,978",5.39,5.4,3.31,09/11/17
0.52,Ideal,1,SI1,61.5,55,"$1,720",5.22,5.19,3.2,22/10/02
0.56,Ideal,2,VS1,61.8,55,"$2,117",5.33,5.28,3.28,12/05/19
0.92,Good,1,SI2,63.3,59,"$3,891",6.12,6.18,3.89,07/05/98
1.59,Very Good,5,VVS2,63,58,"$12,297",7.43,7.48,4.7,08/01/16
0.93,Fair,4,SI2,66.1,58.1,"$3,172",6,6.04,3.98,23/08/02
0.73,Ideal,4,SI1,60.1,57,"$2,548",5.87,5.91,3.54,04/01/19
0.52,Ideal,5,VVS1,61.7,55,"$1,754",5.17,5.2,3.2,29/04/98
0.51,Ideal,1,IF,62,56,"$3,446",5.14,5.18,3.2,15/02/00
0.5,Very Good,4,VVS1,61.5,56,"$1,843",5.11,5.14,3.15,18/02/16
0.52,Very Good,4,VS2,61.9,59,"$1,408",5.12,5.16,3.18,03/01/99
2.44,Very Good,7,VS2,60.1,59,"$16,533",8.75,8.83,5.28,05/04/18
0.5,Ideal,5,VS1,61.9,53,"$1,370",5.11,5.16,3.18,01/08/01
0.41,Ideal,2,VS1,61.8,55,"$1,153",4.8,4.75,2.95,26/07/03
1.06,Very Good,2,IF,62.4,55,"$12,642",6.5,6.54,4.07,03/11/03
0.3,Premium,3,VVS1,61.8,59,"$1,114",4.29,4.26,2.64,24/03/09
1.07,Ideal,4,VS2,63,55,"$6,471",6.55,6.5,4.11,17/02/01
1.01,Premium,5,SI1,61.2,59,"$4,191",6.45,6.4,3.93,08/11/18
1.2,Ideal,5,SI2,61.1,57,"$4,368",6.9,6.81,4.19,10/03/01
0.6,Ideal,2,SI1,61.2,57,"$2,069",5.43,5.45,3.33,29/05/05
0.35,Premium,5,VVS1,59.9,59,"$1,024",4.61,4.57,2.75,21/06/99
0.34,Premium,3,VS2,59.2,60,$686,4.56,4.6,2.71,02/02/09
1,Very Good,3,VS2,61.1,60,"$7,343",6.4,6.46,3.93,02/05/15
0.53,Ideal,5,VS2,61.9,55.2,"$1,435",5.21,5.24,3.24,04/03/08
1.53,Ideal,6,SI1,62.4,57,"$8,981",7.33,7.37,4.59,09/04/11
0.77,Very Good,3,VS1,62.8,58,"$3,350",5.79,5.86,3.66,16/04/12
0.32,Ideal,5,VS2,62,55,$648,4.42,4.39,2.73,03/04/98
1.52,Very Good,1,SI2,63.2,58,"$9,030",7.31,7.25,4.6,06/05/06
0.61,Ideal,6,VS2,62,57,"$1,627",5.43,5.46,3.37,10/09/05
0.7,Fair,4,SI2,58.6,56,"$2,208",5.8,5.74,3.38,30/11/01
1.52,Very Good,7,VS2,63.3,56,"$7,504",7.33,7.27,4.62,10/01/12
2.1,Premium,6,SI1,61.5,57,"$15,007",8.25,8.21,5.06,11/07/00
0.41,Ideal,3,VVS1,61.8,54,"$1,213",4.78,4.83,2.97,28/11/13
1.01,Premium,4,SI1,61.3,59,"$5,006",6.48,6.44,3.96,12/03/19
0.7,Premium,4,VS1,62.8,57,"$2,535",5.67,5.64,3.55,19/01/05
1.11,Premium,3,SI2,58.9,60,"$4,612",6.8,6.74,3.99,16/05/00
0.71,Premium,6,VVS1,63,58,"$2,572",5.68,5.66,3.57,02/03/98
0.7,Fair,2,VS2,65.7,55,"$2,437",5.45,5.51,3.6,31/03/08
0.31,Very Good,3,VVS1,59.2,62,$777,4.34,4.41,2.59,09/06/98
0.3,Very Good,5,VVS1,63.3,55,$878,4.34,4.29,2.73,22/09/00
0.9,Good,3,VS2,59.8,61,"$4,253",6.18,6.22,3.71,15/06/06
0.38,Premium,6,VS2,62.5,58,$812,4.61,4.58,2.87,20/11/11
0.92,Ideal,7,SI1,62.3,56,"$3,170",6.24,6.29,3.9,02/05/19
0.32,Very Good,1,VVS2,60.1,58,$791,4.41,4.44,2.66,17/06/01
0.28,Very Good,2,VS2,63.7,58,$487,4.12,4.14,2.63,10/12/10
0.72,Very Good,1,VS2,62.9,58,"$3,493",5.67,5.71,3.58,23/10/99
2,Ideal,3,I1,60.3,56,"$10,685",8.27,8.16,4.94,01/09/05
1.22,Ideal,6,SI1,61.7,55.2,"$6,062",6.84,6.9,4.24,24/01/09
0.5,Fair,3,VS1,65,55,"$1,577",5.01,4.96,3.24,23/04/99
0.84,Ideal,4,SI2,62,56,"$2,986",6.02,6.05,3.74,13/03/13
1.22,Premium,4,VS2,61.2,58,"$7,870",6.91,6.81,4.2,30/04/18
0.8,Very Good,2,VVS2,62.8,57,"$4,893",5.93,5.95,3.73,13/06/99
1.1,Ideal,4,VS2,60,57,"$6,653",6.74,6.7,4.03,30/01/00
1.09,Premium,4,VS2,59.9,56,"$5,889",6.73,6.59,3.99,28/08/10
1.11,Premium,6,SI2,62.5,56,"$3,469",6.63,6.55,4.12,01/09/11
0.45,Ideal,4,VVS1,61.7,56,"$1,358",4.96,4.93,3.05,22/08/18
0.31,Ideal,2,VVS2,62,54,$791,4.36,4.41,2.72,08/09/98
1.02,Very Good,3,VS1,62.7,55,"$7,539",6.37,6.43,4.01,02/11/17
0.71,Good,2,SI1,61.5,61,"$2,573",5.64,5.67,3.48,05/11/05
0.57,Ideal,2,SI1,62.1,56,"$1,608",5.3,5.33,3.3,15/09/12
1.2,Ideal,1,VS2,61.4,55,"$9,596",6.87,6.78,4.19,18/03/03
1.61,Ideal,6,VS2,62.5,57,"$10,098",7.49,7.43,4.66,13/05/12
0.3,Good,4,VVS1,63.3,55,$789,4.26,4.3,2.71,04/08/00
0.7,Good,3,SI1,58.7,60,"$2,409",5.75,5.81,3.39,03/12/17
0.54,Ideal,5,VVS2,61.1,56,"$1,696",5.23,5.28,3.21,12/06/09
0.72,Very Good,5,VVS2,60.3,56,"$2,771",5.81,5.83,3.51,21/04/06
0.31,Ideal,4,VVS2,62.1,56,$907,4.33,4.27,2.67,08/07/03
0.96,Fair,3,SI1,60.7,65,"$4,849",6.43,6.28,3.86,03/08/03
0.23,Ideal,2,VS2,61.7,55,$548,3.98,4,2.46,18/11/15
0.41,Premium,2,VS1,59.8,61,"$1,153",4.85,4.79,2.88,26/11/04
0.58,Ideal,3,VS2,61.5,57,"$1,657",5.34,5.39,3.3,13/09/10
0.3,Ideal,1,VVS1,61.3,57,"$1,069",4.32,4.29,2.64,20/02/00
0.31,Ideal,4,VS1,61.3,55,$645,4.39,4.42,2.7,01/01/09
0.6,Ideal,6,SI1,62.2,58,"$1,342",5.37,5.41,3.35,29/08/07
0.31,Ideal,5,VS1,62,54,$698,4.39,4.35,2.71,24/08/12
0.3,Premium,4,VS1,61.7,56,$776,4.33,4.29,2.66,27/05/09
1.2,Very Good,6,VS2,62.1,60,"$5,986",6.78,6.72,4.19,01/10/17
1.22,Premium,4,VS2,60.9,57,"$8,067",6.94,6.89,4.21,29/12/17
0.48,Ideal,2,VVS2,60.7,56,"$2,102",5.04,5.08,3.07,06/09/10
0.32,Good,6,VS2,63.2,56,$449,4.32,4.38,2.75,13/11/07
0.55,Ideal,3,VS1,62,55,"$1,881",5.26,5.29,3.27,24/11/14
0.72,Ideal,5,SI1,58.9,56,"$2,398",5.91,5.88,3.47,05/05/14
0.7,Premium,5,VS1,61.9,56,"$2,367",5.7,5.67,3.52,21/11/14
0.75,Premium,1,SI2,61.3,59,"$1,858",5.88,5.83,3.59,27/06/03
0.26,Ideal,4,IF,62.2,55,$605,4.09,4.13,2.55,11/03/15
0.7,Ideal,3,VVS2,61.2,56,"$4,114",5.73,5.78,3.52,18/03/98
0.51,Ideal,3,SI2,60.5,55,"$1,169",5.17,5.21,3.14,22/02/11
0.9,Good,4,SI1,63.8,61,"$3,774",6.09,6.05,3.87,01/10/01
0.35,Ideal,2,VS1,61.3,55,$945,4.58,4.55,2.8,12/10/10
0.41,Good,6,VS1,60.1,60.1,$754,4.79,4.82,2.89,26/07/01
0.7,Fair,2,SI2,65,54,"$2,600",5.56,5.52,3.6,30/03/04
0.55,Ideal,4,VVS2,60.8,56.9,"$2,064",5.27,5.31,3.22,03/03/03
0.72,Premium,7,SI1,62,58,"$1,879",5.77,5.74,3.57,05/02/17
1.23,Premium,3,VVS2,61.6,59,"$11,534",6.9,6.8,4.22,02/12/16
0.3,Ideal,3,IF,60.7,56,"$1,131",4.35,4.38,2.65,11/03/14
1.01,Very Good,5,SI1,62.3,63,"$4,449",6.3,6.23,3.9,06/06/06
0.3,Ideal,3,VS2,61.1,56,$776,4.33,4.31,2.64,10/09/98
0.53,Premium,4,SI1,61,59,"$1,273",5.25,5.21,3.19,09/10/05
0.32,Very Good,4,SI2,62.4,59,$421,4.35,4.4,2.73,11/05/04
0.41,Good,1,VVS2,63.3,59,$949,4.71,4.73,2.99,31/07/03
1.06,Ideal,4,VS1,61.1,57,"$8,285",6.54,6.61,4.02,15/03/00
1.01,Very Good,3,VVS2,60.7,59,"$7,835",6.4,6.46,3.9,28/02/07
0.97,Premium,5,SI1,58,62,"$3,911",6.56,6.48,3.79,26/06/14
1,Very Good,5,VVS1,63.5,60,"$6,296",6.36,6.3,4.02,06/12/10
0.4,Ideal,2,VS1,62.3,56,"$1,125",4.73,4.71,2.94,29/12/04
2.01,Ideal,6,SI2,62.1,57,"$12,338",8.07,8.03,5,30/04/12
0.28,Very Good,2,VS1,62.2,59,$428,4.19,4.23,2.62,21/05/05
0.32,Ideal,4,SI2,62.5,57,$421,4.35,4.38,2.73,06/01/16
1.51,Ideal,7,SI1,62.6,54,"$8,888",7.26,7.35,4.57,06/01/06
0.9,Very Good,2,SI1,62.6,61,"$4,315",6.06,6.11,3.81,24/11/03
0.4,Very Good,4,SI2,61.9,61,$596,4.69,4.74,2.92,15/05/03
0.47,Fair,2,SI1,65.2,59,$828,4.75,4.82,3.12,20/01/15
0.76,Premium,2,SI1,61.6,59,"$2,644",5.83,5.79,3.58,03/07/00
1.24,Fair,3,SI2,64.9,60,"$4,375",6.7,6.63,4.32,29/03/02
1.25,Premium,5,SI1,60.7,58,"$5,027",7.04,6.99,4.26,31/01/08
2.01,Good,6,VS2,59.9,65,"$15,729",8.19,8.14,4.89,19/03/07
2.01,Ideal,4,VS2,63,56,"$18,172",8,7.93,5.02,07/09/09
0.71,Premium,6,VS1,61.8,58,"$2,306",5.72,5.76,3.55,05/12/16
0.54,Ideal,2,VS2,60.8,57,"$1,847",5.29,5.24,3.2,14/05/01
1.51,Very Good,7,SI1,60.6,57,"$7,125",7.38,7.46,4.5,23/06/02
0.53,Good,3,SI1,63.8,58,"$1,268",5.12,5.17,3.28,13/08/03
0.41,Ideal,1,SI1,60.5,57,$744,4.81,4.85,2.92,08/09/14
0.91,Ideal,6,VS1,62.4,57,"$3,954",6.17,6.21,3.86,17/07/99
0.32,Ideal,1,VVS1,61.8,56,"$1,140",4.41,4.39,2.72,03/06/03
1.21,Very Good,2,VS2,61.5,59,"$8,886",6.82,6.88,4.21,11/09/00
0.33,Premium,1,SI1,60.1,59,$780,4.49,4.46,2.69,19/04/06
0.74,Ideal,4,VVS2,60.7,56,"$3,831",5.9,5.88,3.58,22/09/99
1.03,Very Good,5,SI2,62.8,59,"$4,283",6.4,6.43,4.03,03/05/02
1,Fair,2,VS2,67,54,"$5,729",6.23,6.18,4.16,20/10/04
0.3,Ideal,1,VS2,61.6,57,$710,4.3,4.33,2.66,05/12/99
1.01,Ideal,4,SI2,61.5,57,"$3,739",6.42,6.46,3.96,26/12/03
0.3,Very Good,5,VVS2,63,56,$605,4.23,4.28,2.68,14/10/01
0.84,Very Good,2,SI1,58.8,58,"$3,453",6.16,6.28,3.66,09/11/02
0.72,Very Good,2,VVS1,61.2,57,"$4,847",5.73,5.78,3.53,09/05/12
0.51,Ideal,4,VVS2,61.6,56,"$1,750",5.12,5.14,3.16,14/12/01
2.16,Ideal,7,SI1,63,55,"$14,691",8.2,8.24,5.18,01/03/04
0.33,Ideal,4,SI1,61.3,56,$492,4.46,4.51,2.75,02/11/04
0.7,Premium,5,VS1,60.5,58,"$2,364",5.77,5.73,3.48,10/04/06
0.56,Ideal,3,SI2,61.4,57,"$1,279",5.3,5.33,3.26,17/04/07
1.11,Ideal,2,SI2,62,57,"$4,196",6.67,6.63,4.12,05/04/01
0.27,Very Good,4,IF,60.8,57,$566,4.2,4.22,2.56,05/05/12
0.67,Good,6,VS2,60.7,61.4,"$1,708",5.6,5.64,3.41,08/07/00
1.12,Very Good,4,SI1,59.5,62,"$5,088",6.76,6.81,4.04,30/07/10
1.04,Premium,5,SI1,62.6,59,"$4,890",6.43,6.47,4.04,16/08/12
0.43,Ideal,7,VS1,62.1,55,$679,4.84,4.86,3.01,10/08/98
0.31,Premium,2,VVS2,60.4,59,"$1,046",4.37,4.34,2.63,29/06/10
0.9,Very Good,4,SI2,61.2,57,"$3,391",6.19,6.23,3.8,14/08/99
0.38,Ideal,4,SI1,60.2,57,$639,4.72,4.77,2.85,09/01/10
1.18,Ideal,2,VS1,62.4,54,"$9,709",6.74,6.79,4.22,26/04/04
0.61,Very Good,1,SI1,58.5,58,"$1,828",5.54,5.64,3.27,18/01/13
0.23,Ideal,6,VVS1,63,56,$414,3.94,3.9,2.47,12/02/05
1.11,Very Good,5,SI2,59.8,60,"$4,456",6.66,6.75,4.01,29/10/98
0.76,Ideal,2,VS1,62.1,57,"$2,947",5.82,5.87,3.63,21/01/99
2,Good,5,SI2,63.8,59,"$12,554",7.93,7.88,5.04,27/11/05
1.24,Premium,2,SI2,60.8,57,"$4,278",6.98,6.94,4.23,12/12/09
0.7,Premium,6,VVS1,62.9,58,"$2,536",5.67,5.65,3.56,22/07/17
1.56,Ideal,3,SI2,61.2,55,"$10,571",7.47,7.57,4.6,01/11/08
2.02,Ideal,5,SI1,62.4,58,"$17,141",8.07,8.03,5.02,14/04/11
0.4,Premium,2,SI1,61.4,58,$882,4.81,4.77,2.94,12/11/17
0.41,Ideal,3,VS1,61.3,57,"$1,007",4.77,4.79,2.93,05/03/99
0.75,Premium,2,SI1,59.9,54,"$2,760",6,5.96,3.58,01/03/07
0.81,Very Good,2,SI1,61.9,60,"$3,643",5.87,5.95,3.66,13/09/06
1.04,Premium,5,SI1,60.4,59,"$4,368",6.59,6.55,3.97,18/06/13
0.71,Ideal,3,SI1,61.5,56,"$2,633",5.76,5.69,3.52,27/10/00
0.9,Ideal,3,SI1,62.2,55,"$4,390",6.16,6.21,3.85,05/12/07
0.41,Ideal,6,IF,61.8,55,$930,4.77,4.81,2.96,01/06/10
1.04,Ideal,4,VS1,61.1,56,"$6,632",6.58,6.55,4.01,20/09/12
1.7,Very Good,7,SI1,61.9,59,"$8,870",7.59,7.64,4.71,20/04/01
0.44,Ideal,4,IF,62.2,53,"$1,348",4.9,4.94,3.06,07/10/00
0.37,Premium,2,VVS2,60.9,59,"$1,082",4.65,4.61,2.82,16/08/03
0.56,Very Good,1,SI1,63.1,57,"$1,777",5.22,5.19,3.29,23/06/18
0.35,Premium,4,VS1,62.9,58,$906,4.49,4.48,2.82,10/04/14
0.51,Ideal,4,VVS2,61.1,56,"$1,875",5.15,5.19,3.16,23/08/08
1.07,Ideal,2,SI2,61.5,56,"$5,704",6.61,6.58,4.06,08/03/14
0.9,Premium,1,VS2,62.6,59,"$4,914",6.17,6.14,3.85,03/04/04
1.02,Ideal,3,SI2,61.6,56,"$4,684",6.52,6.49,4.01,14/06/17
1.56,Good,3,SI2,57.5,58,"$9,784",7.82,7.67,4.45,02/05/12
1.03,Premium,2,VVS2,59.7,56,"$9,205",6.64,6.56,3.94,25/12/03
0.31,Premium,1,VS2,61.2,59,$734,4.32,4.37,2.66,06/08/13
0.7,Ideal,1,SI1,61.2,54,"$2,310",5.79,5.75,3.53,09/12/02
1.22,Ideal,6,SI2,61.3,57,"$5,226",6.91,6.85,4.22,11/01/10
1.01,Good,2,SI1,63.6,60,"$5,226",6.38,6.32,4.04,09/07/09
0.4,Good,1,SI2,63.1,56,$622,4.65,4.67,2.94,22/05/08
1,Good,3,I1,63.9,59,"$2,098",6.27,6.2,3.99,15/08/06
0.76,Very Good,6,SI1,62,56,"$2,352",5.81,5.84,3.61,19/06/14
0.37,Very Good,4,VVS2,59.1,60,$844,4.69,4.71,2.78,26/05/05
0.74,Ideal,3,VS2,61.9,57,"$3,454",5.79,5.81,3.59,10/04/19
0.9,Good,1,SI1,63.8,57,"$4,178",6.12,6.07,3.89,19/06/01
0.4,Good,1,SI1,60.3,61,$667,4.74,4.78,2.87,19/12/15
0.24,Very Good,3,VVS2,60.9,55,$547,4.07,4.08,2.48,08/11/00
1.02,Good,4,VVS2,63.1,59,"$7,800",6.38,6.45,4.05,27/06/00
0.51,Ideal,2,VS2,61.6,55,"$1,985",5.15,5.2,3.19,29/09/18
0.99,Ideal,6,SI1,61.8,57,"$4,763",6.4,6.42,3.96,10/03/00
0.35,Ideal,5,VVS1,62,55,$756,4.52,4.54,2.81,06/07/01
0.42,Premium,5,SI1,62,59,$898,4.79,4.76,2.96,16/07/04
1.26,Ideal,2,VS1,61.2,56,"$11,323",6.97,6.93,4.25,07/12/10
1.76,Ideal,6,VVS2,60.2,58,"$14,065",7.84,7.87,4.73,10/05/12
0.72,Ideal,4,SI1,61.8,56,"$3,048",5.7,5.76,3.55,28/07/98
0.54,Premium,5,VS2,61.9,55,"$1,389",5.25,5.22,3.24,09/11/04
0.95,Fair,4,SI1,66.7,56,"$2,841",6.16,6.03,4.06,31/10/07
1.75,Premium,4,VS2,61.5,59,"$16,783",7.76,7.66,4.74,17/09/07
0.43,Ideal,5,SI1,61.5,57,"$1,045",4.88,4.84,2.99,06/11/04
0.9,Very Good,3,VS1,62.4,59,"$4,961",6.1,6.15,3.82,26/07/17
0.31,Premium,2,VS1,62.6,60,$879,4.33,4.29,2.7,18/09/08
0.41,Ideal,3,VVS2,61.2,56,"$1,115",4.78,4.8,2.93,01/11/14
1.3,Very Good,2,SI1,59.1,60,"$7,963",7.12,7.17,4.22,06/05/02
1.21,Premium,7,VS2,61.9,58,"$4,968",6.84,6.79,4.22,27/08/15
1,Premium,2,SI2,59.9,55,"$3,612",6.48,6.4,3.86,16/03/04
0.42,Very Good,1,SI2,63.1,56,$838,4.8,4.74,3.01,04/02/18
1.51,Ideal,6,VS2,61.6,57,"$9,352",7.34,7.28,4.5,02/06/18
0.31,Ideal,4,VVS1,59.5,56,"$1,046",4.43,4.41,2.63,14/05/08
0.24,Very Good,1,VS1,61.1,60,$367,3.96,3.99,2.43,07/04/00
0.38,Ideal,4,VS2,62.1,54.5,$768,4.64,4.69,2.9,06/12/07
2,Premium,2,SI2,58.1,60,"$15,984",8.32,8.25,4.81,28/12/07
1.1,Very Good,4,VVS1,61.5,57,"$8,020",6.61,6.66,4.08,26/10/12
0.3,Ideal,4,VVS1,61.4,56,$737,4.32,4.34,2.66,19/07/02
0.57,Very Good,7,SI2,59.9,60,"$1,235",5.36,5.43,3.23,20/07/10
0.43,Ideal,6,SI1,62.2,54,$670,4.84,4.87,3.02,18/10/07
1.11,Good,4,SI2,59.7,61,"$5,438",6.72,6.69,4,10/04/17
1.41,Premium,5,VS2,62,58,"$8,686",7.19,7.12,4.44,01/12/15
1.2,Ideal,7,VS1,61,57,"$5,722",6.81,6.89,4.18,26/05/11
0.3,Premium,4,VS1,61.8,59,$776,4.37,4.34,2.69,23/11/05
1.15,Premium,4,SI1,62.6,58,"$5,851",6.71,6.65,4.18,13/09/17
0.83,Ideal,2,SI2,61.3,57,"$3,125",6.02,6.05,3.7,26/05/04
0.59,Very Good,2,SI1,62.9,57,"$1,664",5.33,5.36,3.36,22/03/07
1,Good,5,VS1,62.1,64,"$4,732",6.4,6.18,3.91,10/02/98
